,Tbet,CD27,CD223,CD25,CD197,CD8a,CD152,CD103,CD107a,MIP1b,CD39,CD137,CD14,IFNg,CD127,IL-2,CD4,CD183,CD274,CD326,CD20,CD56,TNFa,CD3,Ki67,CD45,GZMB,CD95,CD279,CD45RA,File,PatientID,DAY
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.92",0.897368587,0.027754236,0,1.563984619,0,0,0,0.200332327,4.234884413,1.657866556,0.478009452,1.483199488,0.614814526,0,0,0.08799141,0,0,0,6.358431963,0.073640825,2.726830645,0.651904339,0.669214116,5.194693171,0,0,4.702744097,0.004403986,0.140903293,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.94",0,0.464136617,0,1.275327375,0.059318921,0,0,0.116884906,1.61336323,0,0,0,0,0,3.496816816,0.78661937,1.649542135,0.133080268,0,1.487068806,0,0,0,3.792674621,0.215720032,5.936792953,0.236334182,3.979828239,0.051303486,0,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.38",0,0,0,0,0,0,0,0,0,0,0.119495916,0,0,0,0,0,0,0,0,0,0,0,0.452990142,0,0,0,0,0,0,0,"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.256",0.441281176,0,0,0,0,0,0,0,4.044024208,0,0,0,0,0.216349469,0,0,0.040628023,0,0,5.781031423,0,2.476974305,0.455886169,0,0,0.01188432,0,3.963511854,0,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003538585,0,0,0,0.539527006,0,0,0,0,0.559863035,0,0,0,0,0.709388135,"export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.254",0,2.272384141,0.252489299,0,0,0.086921304,0,3.598061693,1.564190972,0,0,0,0,0,0,0,0,1.401947591,0.42204178,0.2875862,0,1.582238382,0.097428986,0,0.160011318,5.178927731,0.027123874,1.968231223,0,4.02758202,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.65",0.669620406,0,0.282285917,1.67022116,0.271933393,0.348396656,0,0,2.887399533,3.300578088,2.668334365,0.459435145,2.283621343,0,2.917003215,0,0,0,0,0,0,0.696111802,0,0,0.376742828,4.929760425,1.097341501,2.303363674,0.332956355,3.139810501,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.95",0.877768242,0,0,0.450438012,0.123040518,0,0,0,3.328710124,1.704825061,0,0.425945433,0,0.510434778,0,0,0.180654355,0,0.873153,6.87341791,0,4.250338309,0.189811773,0.479854559,2.054218231,0.296969888,0,4.354323855,0.480146653,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.9",0,0,0,0.765613622,0,0,0,0,3.076232702,0.168631276,0,0,0,0,0,0,0.130733338,0,0,0,0,4.537906888,0,0,0,0.087310914,0,1.418786836,0,0,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.38",0.592029351,3.672262142,0.380676191,0,0,4.012207255,0,0.467576021,3.458897452,0.560174697,0,0,0,2.546101843,2.202111917,0,0,3.208664532,0,0,0,0,0,4.524169537,0,5.291207651,0,1.524053234,0,0.130570602,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.114",1.389106027,0,0.181365803,2.288416613,4.823585729,1.904261246,3.092747026,0.480192096,5.606939403,3.551760609,4.536757465,0.058308029,4.306589294,0.014970845,1.030970839,0.320327142,3.844942734,1.154020752,1.705577366,0,0.524021144,0,0,2.462287014,0,6.388801694,0.189595719,4.473566263,0,3.525090357,"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D000,D000
"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.78",0,0,0.138515129,0,0,0,0,0,0,0.270499003,0,0,0.362136705,0,0,0.066560344,0,0,0,0.749476266,0.38896788,0,0,0,0,0.19971863,0,0,0,0,"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-22-D000,D000
"export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.68",0,0,0,0,0,0,0,0,0,0.195931959,0,0,0.317475776,0,0,0.188940912,0,0,0,0.151115164,0,0,0,0.023399486,0.157584977,0.110018061,0,0,0,0.43272089,"export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-005-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.201",1.384893457,0,0.038941027,2.194272743,1.084049518,0.587581762,0,1.512991447,0.614136668,1.302759123,1.665882695,0.835973124,1.398199556,0,1.538451023,1.251880925,0,0.663725999,0.222344488,1.45616036,2.385507837,1.033994662,0,0,0.161640948,1.61233716,0,0.415156575,0,1.418287531,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.86",0.807994499,0,0.016560985,0,0.251084411,0,0,0,0,0,0.007484903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.41",0.15351795,0,0.248115554,0.435900341,0,0,0,0.388776161,5.094773649,0.607361698,4.162038285,0.276143547,0,0,0,0,0,0,0.193949648,1.672923763,0,3.689938032,0.227752266,0,1.144084024,0.556912461,0,3.866024705,0,0,"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-22-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.99",1.8559426,0.570124267,0.139636776,2.30940228,0,0,0.949840298,0,0.891851667,0,0,0,0.202964814,0,1.924593967,0,5.054905359,2.574599853,0,0,0.475956273,0,0,5.204384627,0.415024451,5.926260199,0,4.902337943,5.921850916,0.468798467,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.258",0,0,0,0,0,0,0,1.169354672,5.395111364,0,0,0,0,0,0,0.311498402,0,0,0,6.573855183,0,2.153458918,0,0,0,0,0,0.292105626,0,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.60",0.880588291,0.429814285,0,1.375575017,0.137645398,0,0,2.089893499,1.978402464,1.434328514,0.976079259,0.193168404,0,0,1.698604564,0.699405949,0,0,0,0.137970454,0.338119912,2.634713019,0,0,0.747735152,4.738051371,0.191825986,0.451000075,0,1.240166888,"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-22-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.119",0.573462356,2.174033731,0,1.165783114,1.712064218,5.908687218,0.755610743,0,1.84130829,6.771557694,1.560409014,0.253308951,0,5.058828448,1.109980787,0.752018419,0,1.54547248,0,0.237924316,0,0,3.95536808,3.383322061,0.650750323,4.556391287,4.387505207,2.013870606,2.57971506,4.200657285,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.123",0,3.33505998,1.024476645,0.788078384,0.893196891,2.688969715,0.158634569,0,2.545686338,1.637613222,0,0,0,0,1.917324696,0.287720303,0,1.740412464,0,0,0,0.175243998,0,3.77082351,0,5.155784177,0,1.658846955,3.22175662,1.164470386,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.54",1.634752406,0,0,0,0.815760321,0.275579334,0,0.161810247,4.96280706,3.507784837,1.700996415,0.226295396,0,0.567097535,0,0.208834759,0,0,0,0,0,3.567289517,0.649276583,0.208714741,0.877394462,3.212342887,1.405675283,0,0,2.912384597,"export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-003-D000,D000
"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.48",1.185823151,0.039166861,0,0,0.73173857,0,0.251021783,1.411418128,6.414004767,4.368752688,2.180137965,0.068407897,3.671934402,0.328089635,0,0.707909452,0.825539437,1.600473154,2.440384526,0,0.278655185,0,1.889396943,0.446126949,0.640603218,4.369377086,3.153094722,2.485581874,0,5.462639126,"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D000,D000
"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.6",0,0,0,0,0.083823462,0,0.602899619,0,4.263338761,0,0.695135663,1.072982238,0,0,0,0,0,0,0.108064154,0.914321603,0,0,0.578618204,0,0,3.948137088,0,1.449089654,0,0,"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-007-D000,D000
"export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.1",0,0,0.754461275,0.459536977,2.167041208,0,0,0,2.157104215,0.00413419,0,0.353895287,0,0,0,0,0,0,2.122809559,0.20620163,0,1.19388798,0,0,0,0,0,1.282751133,0,3.763718283,"export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-003-D000,D000
"export_Ex_5-22-19 TIL105-58-008-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.7",0.569934867,0,0,0,0,0.344062388,2.218852518,0,0,1.460190451,0,0.744668053,0.094036869,0,0,0.245114305,0,0,0,0,0.081426898,0,0.139079162,0,0.611397459,0,8.591174717,5.521959305,2.205006518,0.351596169,"export_Ex_5-22-19 TIL105-58-008-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-008-D000,D000
"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.20",0,0,0,1.696027449,0,0,0,0.12216213,0.619956191,0,0.021245275,0,0,0.184917329,0,0.071983734,0,0,0.123698085,0,0,0.237005283,0,0,0,0,0,0.392877573,0,0,"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-007-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.47",0,0,0.350700726,0.96066589,0,0,0,0.481963441,0.829158873,2.474612776,0,0.080899015,0.179039013,0,0,0.619110473,0,0.846868311,0.51648156,1.955752287,0.769949869,2.425332088,0.032016282,0,0,0,0,0.110488116,0,0.767735633,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.195",0.751005819,2.035878306,0,0,0,0,0,0.447845873,1.722667194,0,0.943594183,0,0.15684265,0,1.442678691,0,0,2.382655025,0.622621105,0,0.553543261,3.440544191,2.990636641,0,0,4.418791563,0,1.898658088,0,0.158595166,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.155",0,0,0,0.025448654,0,0.127373903,0,0,3.624235707,0,0,0,0,0,0,0.54793055,0.434963897,0.01962434,0,6.157620617,0.369037148,5.128924799,3.196825214,0.15988612,0.735651994,0,0,2.020144096,0,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.202",0,0,0,0,0,0,0,0,3.459966657,0,0.817625154,0.120414281,0.135646307,0,0,0,0,0.279383395,0,0,0,4.497023507,0.079280085,0.044630295,1.283218666,0,0,2.117212864,0,0.321413862,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.64",0.094678456,0,0,0.212974699,0.274106157,0,0.18085317,0,0,0,0,0.000450961,0.729012331,0,0.382490715,0.038809796,0,0,0,2.173162192,1.192751852,0.952739633,0,0,0.728803663,0.556341471,0,0,0.113991365,0,"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-22-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.129",0,0,0,0,0,0,0,0,0,0,0.568849064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.5",0,0,0.202352559,0.601829544,4.213675382,0.517253258,0,0.032107728,4.457530889,0.980204771,1.761627223,0.439414986,0,0.003029924,0.815495278,0.405247603,0,0,0,0,3.895416663,0,0.44159621,0.689385926,1.11247472,5.160755612,0,0.023652555,0,3.823699806,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.31",0,0,0.069110708,0.183317846,0,0,0,0,0,0.303641471,0,0,0,0,0,0.257366729,0,0,0,0,0.674015636,1.286133053,0,0,0.088372084,0,0,0,0,0.294136873,"export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-23-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.46",2.499098221,5.370150037,2.242673364,1.537846716,3.450423707,1.183250381,2.030872146,0,2.377699409,1.206984968,1.358050398,0.155056274,0.063277994,0,3.864933675,1.731840973,5.006640045,1.597703192,0.465841783,0,0.180289746,0,0.802744768,4.153538332,0.358328703,5.426369025,0,4.429342902,1.629172387,0.130877786,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.86",0.016507317,0.121963862,0,0.566268674,0,0,0,0,4.011593589,1.150129652,0,0,0,1.603944935,0,0.822043263,0,0,2.184872112,0,0,6.585257867,0.608984943,0.716303484,0,0.410333982,0,4.442672331,0.269957767,0,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561487241,0,0,0,0,0,"export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-006-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.218",0.325767273,0.167928603,0,0,1.102999089,0,0,0,3.549384031,0.184566198,1.767979137,0,0,0.077869321,0,1.074383675,0.464492695,0,0.72884136,3.029959898,0.177345495,5.311930347,0.952023632,0,0.931694772,0,0,3.313258472,0,0.114946286,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.65",1.384443126,4.506258878,0.87207394,0.687934585,1.498266623,0,0.293878196,0,1.551852657,6.422966658,1.509572465,1.754092024,0,0.35744727,3.350731364,0.937781696,2.671162776,0.403529927,0,0,0,0.214157245,3.409720624,2.679520453,0.573886573,5.330791795,2.23580028,2.89638238,1.071449743,1.075229645,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.137",0.782415437,0.536480562,0.246194509,0,3.183557683,1.013893239,1.91914819,0,3.056316949,2.869785585,4.103441945,1.093907522,5.131901677,0,1.784791212,1.218190036,0.192914735,1.048786648,1.997341866,0,0,0,0,0.048406663,1.624649544,5.970956961,0,3.747942739,0,2.613952507,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.59",0.199215173,0,0.570833037,0.150321193,0.6746013,0,0.332379709,0.009751749,3.568809564,2.21500885,4.058744753,0,3.036786685,0,0,0.175036287,1.031216624,0,2.234139167,0,0,0,0,0.520233637,0,6.329626945,0.078749984,2.688361118,0,2.344733647,"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.136",0.827211714,0.122593355,0.410391665,0.029396487,0.537276956,4.819664236,0,3.844513885,2.808621744,6.066889429,1.104118627,0,0.3186789,5.076935728,1.828484659,2.236804178,0.433376387,2.37688217,0.359604106,0,0,0,5.52826581,3.107402623,0,5.871966301,1.841332252,3.189274767,1.355152876,0,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.195",0,0,0,0.411261239,1.381546941,0,0,0,2.061102081,0,1.03832972,0,0,0,0,0,0,0.291730274,0,0,0,3.081093287,0.060266336,0,0,0,0,1.418025316,0,0.07802721,"export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-026-D000,D000
"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.106",0.186528342,1.236085784,0.276284547,0,0,1.200432265,0,0,2.469666406,1.946014789,4.100215224,1.697784352,4.11097498,0,0,0,0,0.433634427,1.586228501,0,0.154540826,0,0,0.756031552,0,5.043616506,0,4.133102304,0,3.536931776,"export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-024-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.113",0,0,0,0,0,0,0,0,3.983145393,0,0.237888128,0,0,0,0,0,0,0.069175219,0,5.411320978,0,0.853679544,0,0,0.7658076,0,0,1.548661399,0,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.5",0.213165544,0,0,1.366435318,0,0.502238958,0,0,0.070289375,0.538741621,0.754084862,0,1.843014474,0.007734735,0.98572915,0,0,0,0,2.376477168,1.573818135,1.079475243,0.798669824,1.11541181,0.219226602,1.361487105,0,0.223733512,0,0,"export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-22-D000,D000
"export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.67",0,0,0,0.343891945,0,0.377143399,0,0,0,0.637544186,0.090423371,0,0,0,0.13653144,0,0,0,0,0,0,0,0,0,0,0.722299131,0,0,0,0,"export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-21-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.39",0.30770476,0,1.161696174,0.825907598,0.079457089,2.04751477,1.090832534,4.109123086,1.571397591,3.580671173,3.342834642,0.324944575,0.078540888,2.272503023,1.347653568,0.939579725,0.013094625,0.157448463,0.019792689,0,0,0,2.739204176,5.008583651,0,3.820243257,2.253411516,4.226298106,2.562001729,0,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.209",0,0,0,0.251443286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576991556,0,1.203686475,0,0,0,0,0,0.411467334,0,0.21909239,0,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.88",1.422014578,0,0,0.279129983,1.32240789,1.182379937,2.012025379,0,1.540563086,0.632215553,0.125168671,0,0,3.134708763,1.470457495,2.942800145,2.824381226,0.62702683,0.477660223,0,0,0,3.629956419,3.904623275,0,5.674309211,0,4.436892711,3.396456095,0.778593805,"export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-22-029-D000,D000
"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.210",0.462911304,0,0,0,0,0,0,0,2.294972466,0.814809588,0.392345875,0,0,0,0,0.093050267,0,0,0,4.988661271,0,2.21437242,0,0,0,0,0,2.962605176,0.199574316,0,"export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-002-D000,D000
"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.30",0,0,0,0,0,0,0,0,0,0.805216675,0.422327545,0,0,0,0.001804729,0.99072851,0,0,0,0,0,0,0,0,0.73460701,0,0.031558931,0,0,0,"export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-007-D000,D000
"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.187",0.266366803,0,0,0,0,0,0,0,0.802051637,0,0.275170041,0,0,0,0,0,0,0,0,0,0,0,0,0.224712261,0.158260864,0.11106441,0,0,0,0,"export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs",105-58-001-D000,D000
